edge_id,risk,risk_dark,incident_count
467265,3.9000000000000004,5.8500000000000005,1
467460,3.0,4.5,1
467693,2.0,3.0,1
467794,5.0,5.0,1
467858,5.0,7.5,1
468125,3.0,3.0,1
468936,2.0,3.0,1
468939,3.0,4.5,1
469696,5.0,7.5,1
469768,5.0,5.0,1
469816,5.0,5.0,1
470547,2.0,2.0,1
470754,5.0,5.0,1
471227,5.0,5.0,1
471545,5.0,7.5,1
472374,10.0,12.5,2
472569,3.0,4.5,1
472669,2.0,2.0,1
472733,5.0,5.0,1
472860,3.0,4.5,1
472896,5.0,5.0,1
472912,3.0,3.0,1
472951,3.9000000000000004,5.8500000000000005,1
473676,6.5,6.5,1
474161,3.0,4.5,1
474327,5.0,5.0,1
474564,6.5,6.5,1
475154,3.0,3.0,1
475366,5.0,5.0,1
475687,5.0,7.5,1
476106,6.5,9.75,1
476308,5.0,7.5,1
477315,5.0,5.0,1
477650,2.6,2.6,1
478369,5.0,7.5,1
478516,5.0,5.0,1
478603,5.0,5.0,1
479202,2.0,3.0,1
479873,3.9000000000000004,3.9000000000000004,1
480190,2.0,2.0,1
480692,3.0,4.5,1
481794,7.0,7.0,2
481841,2.0,2.0,1
481882,5.0,7.5,1
482181,5.0,7.5,1
482303,3.0,3.0,1
482672,2.6,2.6,1
483263,2.0,2.0,1
483296,2.0,2.0,1
483335,5.0,5.0,1
483529,5.0,5.0,2
483551,5.0,7.5,1
484019,5.0,5.0,1
484037,5.0,7.5,1
484133,2.0,2.0,1
484165,5.0,5.0,1
484292,5.0,7.5,1
484299,2.0,2.0,1
484324,3.0,4.5,1
484660,2.0,2.0,1
484760,2.6,2.6,1
485067,5.0,5.0,1
485800,3.0,3.0,1
485813,3.0,3.0,1
485860,6.5,6.5,1
485937,2.0,3.0,1
486009,2.0,2.0,1
486033,2.0,3.0,1
488704,5.0,5.0,1
488708,6.5,6.5,1
488880,2.0,2.0,1
489569,3.0,3.0,1
490440,2.0,2.0,1
490559,6.0,9.0,2
490679,5.0,5.0,1
490924,2.0,2.0,1
491192,5.0,5.0,1
491228,6.5,6.5,1
491273,2.6,2.6,1
491274,2.6,3.9000000000000004,1
491343,5.0,5.0,1
491599,3.0,4.5,1
492088,5.0,5.0,1
492126,5.0,7.5,1
492432,5.0,7.5,1
492681,2.0,3.0,1
492695,5.0,5.0,2
492707,3.0,3.0,1
493119,5.0,5.0,1
493128,2.0,2.0,1
493267,6.5,9.75,1
493583,3.0,3.0,1
493623,3.0,3.0,1
493634,5.0,5.0,1
493945,5.0,5.0,1
494494,3.0,3.0,1
494538,2.0,2.0,1
494544,3.9000000000000004,3.9000000000000004,1
494549,6.5,6.5,1
494561,3.0,3.0,1
494604,2.0,2.0,1
494663,5.0,7.5,1
495260,3.0,4.5,1
495360,5.0,7.5,1
495913,3.0,3.0,1
496762,3.0,3.0,1
496939,5.0,5.0,1
497098,6.5,6.5,1
497192,3.0,3.0,1
497427,5.0,5.0,1
497432,3.0,3.0,1
497759,5.0,7.5,1
497936,5.0,5.0,1
498077,10.0,10.0,1
498117,5.0,5.0,1
498205,5.0,5.0,1
498458,6.5,9.75,1
498475,6.0,7.5,2
498858,5.0,5.0,1
499173,3.0,4.5,1
500983,5.0,5.0,1
501986,5.0,5.0,1
502965,5.0,5.0,1
503035,3.9000000000000004,3.9000000000000004,1
503428,3.0,3.0,1
504147,2.0,2.0,1
504364,2.6,2.6,1
504400,3.9000000000000004,3.9000000000000004,1
504404,2.6,2.6,1
504748,3.0,4.5,1
505100,5.0,5.0,1
505141,3.0,3.0,1
505267,5.0,5.0,1
505409,3.0,3.0,1
505471,5.0,5.0,1
505811,3.0,3.0,1
506315,3.0,4.5,1
506465,3.0,3.0,1
506591,7.0,7.0,2
506637,5.0,5.0,1
507036,7.0,9.5,2
507757,13.0,19.5,1
508353,2.0,2.0,1
508356,5.0,5.0,1
508608,2.0,2.0,1
509238,2.0,2.0,1
509333,5.0,5.0,1
510009,5.0,5.0,1
510074,13.0,19.5,1
510244,3.0,3.0,1
511544,5.0,7.5,1
511567,3.9000000000000004,3.9000000000000004,1
511640,2.6,2.6,1
512351,3.0,3.0,1
512927,3.0,3.0,1
513077,6.5,6.5,1
513102,3.0,3.0,1
513113,3.0,3.0,1
513206,2.0,3.0,1
513641,5.0,7.5,1
514873,6.5,6.5,1
515306,6.5,9.75,1
515733,10.0,15.0,1
515973,3.0,4.5,1
515998,3.0,3.0,1
516101,5.0,5.0,1
517366,5.0,5.0,1
518090,3.9000000000000004,5.8500000000000005,1
519042,2.0,2.0,1
519116,2.0,2.0,1
519759,3.0,3.0,1
519912,3.0,3.0,1
520347,2.0,3.0,1
520537,3.0,3.0,1
520658,2.0,2.0,1
520693,6.5,6.5,1
522036,5.0,5.0,2
523830,6.5,6.5,1
523893,6.5,9.75,1
523976,5.0,5.0,1
524145,6.5,6.5,1
524150,6.5,6.5,2
525067,5.0,5.0,1
526536,5.0,5.0,1
526709,10.0,10.0,1
527200,10.0,15.0,1
527380,3.0,3.0,1
528348,5.0,7.5,1
528460,1.0,1.5,1
528635,3.0,3.0,1
529174,5.0,7.5,1
531642,5.0,5.0,1
532676,2.0,2.0,1
533120,10.0,10.0,2
533395,5.0,5.0,1
533584,2.0,3.0,1
534612,6.5,9.75,1
536138,6.5,6.5,1
536484,2.0,3.0,1
536528,5.0,5.0,1
536530,3.9000000000000004,3.9000000000000004,1
536812,3.0,4.5,1
537321,3.0,3.0,1
537746,6.5,6.5,1
538311,5.0,5.0,1
538776,5.0,5.0,1
539443,3.0,3.0,1
539747,3.0,3.0,1
540093,5.0,5.0,1
540107,6.5,6.5,1
540330,3.0,3.0,1
540548,5.0,7.5,1
540580,5.0,5.0,1
540990,6.5,9.75,1
541300,5.0,7.5,1
541491,5.0,5.0,1
541603,3.0,3.0,1
541924,5.0,5.0,1
542863,6.5,6.5,1
542881,5.0,5.0,1
542891,3.0,4.5,1
542999,5.0,5.0,1
543189,3.9000000000000004,3.9000000000000004,1
544697,2.0,3.0,1
544827,5.0,5.0,1
545525,5.0,5.0,1
546739,5.0,5.0,1
547552,3.0,3.0,1
547731,5.0,5.0,1
548489,10.0,15.0,1
548552,5.0,5.0,1
548597,3.0,4.5,1
548713,3.0,4.5,1
549606,3.0,3.0,1
550616,3.0,3.0,1
551790,6.5,6.5,1
552174,3.9000000000000004,5.8500000000000005,1
552511,5.0,7.5,1
553552,10.0,10.0,1
555207,5.0,5.0,1
555677,5.0,5.0,1
556097,5.0,5.0,1
556348,6.5,6.5,1
559397,3.0,4.5,1
559546,3.9000000000000004,3.9000000000000004,1
560385,5.0,5.0,1
560397,3.0,3.0,1
561784,3.0,3.0,1
561882,3.9000000000000004,3.9000000000000004,1
562202,2.0,2.0,1
563272,3.0,4.5,1
563443,5.0,7.5,1
563831,3.0,3.0,1
564718,2.6,2.6,1
565700,3.9000000000000004,3.9000000000000004,1
565893,2.0,2.0,1
566577,6.5,9.75,1
566585,3.9000000000000004,3.9000000000000004,1
566792,6.5,9.75,1
569268,2.0,2.0,1
570590,3.0,3.0,1
570872,10.4,10.4,2
570991,6.5,6.5,1
571060,5.0,5.0,1
572122,5.0,5.0,1
572197,5.0,5.0,1
573286,5.0,5.0,1
574120,6.5,6.5,1
574308,5.0,5.0,1
574338,5.0,5.0,1
574513,3.0,4.5,1
574620,5.0,5.0,1
574749,3.9000000000000004,3.9000000000000004,1
574766,2.6,2.6,1
575961,5.0,5.0,1
576608,3.0,4.5,1
578129,2.0,3.0,1
579558,2.0,2.0,1
584025,2.0,2.0,1
584122,3.9000000000000004,3.9000000000000004,1
584137,3.9000000000000004,3.9000000000000004,1
585080,3.9000000000000004,3.9000000000000004,1
585445,3.0,3.0,1
585519,3.0,4.5,1
587511,3.0,3.0,1
588195,5.0,5.0,1
588568,2.6,3.9000000000000004,1
589353,6.5,6.5,1
589734,3.9000000000000004,3.9000000000000004,1
589736,13.0,13.0,3
589943,2.6,3.9000000000000004,1
589981,6.5,6.5,1
590005,11.5,11.5,2
590229,16.9,20.15,3
590249,5.0,5.0,1
590292,3.0,3.0,1
590298,5.0,5.0,1
590404,5.0,5.0,1
590444,2.0,3.0,1
590891,3.0,3.0,1
591287,5.0,5.0,1
591289,5.0,5.0,1
591361,5.0,5.0,1
591639,5.0,5.0,1
591871,5.0,5.0,1
592089,4.0,4.0,2
593087,11.0,12.5,3
593146,6.5,6.5,1
593178,3.0,3.0,1
593323,3.0,3.0,1
593573,3.0,4.5,1
593824,2.6,2.6,1
593827,2.6,2.6,1
594422,2.6,2.6,1
594667,2.0,3.0,1
596147,3.9000000000000004,3.9000000000000004,1
596162,6.5,6.5,1
596205,6.5,6.5,1
596215,6.5,6.5,1
596734,10.0,12.5,2
596931,6.5,6.5,1
597256,2.0,2.0,1
597356,5.0,7.5,1
597508,3.0,4.5,1
597512,3.0,4.5,1
597677,6.5,6.5,1
598289,2.0,3.0,1
600333,6.5,9.75,1
600937,2.0,2.0,1
601090,2.0,2.0,1
601111,3.0,3.0,1
601468,13.0,19.5,1
601808,3.0,3.0,1
602319,5.0,5.0,1
602715,3.0,3.0,1
602942,2.0,2.0,1
603143,8.0,8.0,2
603958,2.0,2.0,1
604435,5.0,7.5,1
606176,5.0,5.0,1
606603,3.0,3.0,1
606635,6.5,6.5,1
606824,2.6,3.9000000000000004,1
607105,2.0,2.0,1
607775,5.0,5.0,1
609024,6.5,9.75,1
609057,5.0,5.0,1
610961,2.0,2.0,1
611054,5.0,5.0,1
612273,5.0,5.0,1
614997,2.0,2.0,1
615309,2.0,2.0,1
615463,3.0,3.0,1
616988,2.0,2.0,1
616990,5.0,5.0,1
617583,2.0,2.0,1
618206,5.0,7.5,1
621054,10.4,15.600000000000001,2
626888,6.5,9.75,1
627631,5.9,7.8500000000000005,2
629714,3.0,4.5,1
630216,5.0,5.0,1
630790,5.0,5.0,1
630883,3.9000000000000004,5.8500000000000005,1
632165,3.9000000000000004,5.8500000000000005,1
635124,5.0,7.5,1
635279,5.0,5.0,1
635546,13.0,19.5,1
635943,3.0,3.0,1
636337,3.0,4.5,1
636652,3.0,3.0,1
636713,3.0,3.0,1
636885,2.6,2.6,1
637131,5.0,5.0,1
637524,3.0,3.0,1
637795,3.9000000000000004,5.8500000000000005,1
638344,5.0,5.0,1
638697,2.6,3.9000000000000004,1
639467,3.9000000000000004,3.9000000000000004,1
639752,5.0,5.0,1
640116,5.0,7.5,1
640797,5.0,7.5,1
640932,3.9000000000000004,3.9000000000000004,1
640973,2.6,2.6,1
641160,6.5,6.5,1
641214,5.0,5.0,1
642083,10.0,12.5,2
642267,3.9000000000000004,3.9000000000000004,1
642517,3.0,3.0,1
642984,6.5,6.5,1
643004,5.0,7.5,1
643083,5.0,7.5,1
644465,2.0,2.0,1
645313,3.9000000000000004,5.8500000000000005,1
647095,3.0,3.0,1
649763,2.0,2.0,1
649771,3.0,4.5,1
650758,6.5,6.5,1
650799,2.0,3.0,1
650804,3.0,3.0,1
651713,6.5,6.5,1
651886,5.0,5.0,1
655259,3.0,4.5,1
659059,5.0,5.0,1
659417,5.0,5.0,1
664941,3.9000000000000004,3.9000000000000004,1
665626,5.0,5.0,1
665812,6.5,6.5,1
666060,6.5,9.75,1
666408,6.5,6.5,1
666542,5.0,5.0,1
666813,9.1,12.35,2
666830,2.6,2.6,1
666931,5.0,5.0,1
666949,3.0,3.0,1
666962,6.0,6.0,2
666974,3.9000000000000004,3.9000000000000004,1
667393,2.0,2.0,1
667400,3.0,3.0,1
667591,8.0,10.5,2
667637,5.0,5.0,1
667702,3.9000000000000004,5.8500000000000005,1
667764,8.0,8.0,2
668084,2.6,2.6,1
668102,5.0,7.5,1
668172,2.0,2.0,1
668176,2.0,2.0,1
669429,2.0,2.0,1
670866,6.5,6.5,1
670941,2.6,2.6,1
675756,3.0,4.5,1
676259,5.0,5.0,1
677606,3.0,3.0,1
677608,5.0,7.5,1
678498,3.0,4.5,1
678769,3.9000000000000004,5.8500000000000005,1
678775,10.4,10.4,2
679098,2.0,3.0,1
679290,2.0,3.0,1
679940,5.0,5.0,1
679981,3.0,3.0,1
680498,3.0,3.0,1
680653,3.9000000000000004,3.9000000000000004,1
681114,5.0,7.5,1
681170,5.0,5.0,1
681226,3.0,3.0,1
681876,6.5,6.5,1
681906,2.0,3.0,1
682361,6.5,9.75,1
682554,3.0,3.0,1
683242,5.0,7.5,1
685770,10.0,10.0,1
686346,3.0,3.0,1
686423,2.0,3.0,1
686655,3.0,3.0,1
687086,3.0,4.5,1
687141,7.0,8.0,2
687212,3.0,4.5,1
687338,2.0,2.0,1
689398,5.0,7.5,1
689538,6.5,9.75,1
689633,2.6,2.6,1
690539,13.0,13.0,1
691176,10.4,10.4,2
691179,13.0,17.0,3
691208,2.0,2.0,1
691310,5.0,5.0,1
691314,3.0,4.5,1
691316,2.0,2.0,1
691323,5.0,5.0,1
691340,5.0,5.0,1
691385,3.0,4.5,1
691520,5.0,5.0,1
691540,5.0,5.0,1
691547,5.0,7.5,1
691560,5.0,5.0,1
691572,2.6,2.6,1
691599,3.0,3.0,1
691605,3.0,4.5,1
691611,2.0,2.0,1
691717,8.0,9.5,2
691720,2.0,3.0,1
691724,3.0,4.5,1
691729,7.0,8.5,3
691758,10.0,15.0,1
691840,5.0,5.0,1
691853,3.0,4.5,1
691861,5.0,5.0,1
691930,6.5,6.5,1
691973,3.0,3.0,1
692053,5.0,5.0,1
692054,3.0,3.0,1
692055,4.0,4.0,2
692249,5.0,7.5,1
692334,2.0,2.0,1
692452,5.0,7.5,1
692462,6.5,9.75,1
692463,6.5,6.5,1
692467,3.0,4.5,1
692471,2.0,2.0,1
692558,3.0,4.5,1
692624,2.6,3.9000000000000004,1
692626,6.5,9.75,1
692747,5.0,7.5,1
692755,5.0,5.0,1
692787,3.9000000000000004,3.9000000000000004,1
692794,2.0,2.0,1
692831,2.0,2.0,1
693025,3.0,4.5,1
698033,6.5,9.75,1
698626,6.5,7.800000000000001,2
698628,2.6,3.9000000000000004,1
698988,3.0,3.0,1
699005,3.9000000000000004,3.9000000000000004,1
699449,6.5,6.5,1
699490,13.0,19.5,1
699525,5.0,5.0,1
699545,3.0,4.5,1
699566,3.0,4.5,1
699582,2.0,3.0,1
699595,5.0,5.0,1
700018,3.0,3.0,1
700417,3.0,3.0,1
701477,13.0,19.5,1
701831,3.9000000000000004,5.8500000000000005,1
701867,5.0,5.0,1
701869,5.0,5.0,1
701872,3.0,3.0,1
701973,13.0,19.5,1
702020,6.5,6.5,1
702033,6.5,6.5,1
702036,3.9000000000000004,3.9000000000000004,1
702213,2.6,2.6,1
702214,6.5,6.5,1
706319,4.0,5.0,2
706429,10.4,12.350000000000001,2
706627,6.5,6.5,1
706994,3.0,4.5,1
707956,2.6,3.9000000000000004,1
708551,5.0,5.0,1
708567,3.0,4.5,1
708568,2.0,2.0,1
708646,2.6,2.6,1
708866,2.6,2.6,1
708989,2.0,2.0,1
709023,2.0,2.0,1
709040,5.0,5.0,1
709059,2.0,2.0,1
709251,3.0,4.5,1
709420,6.5,9.75,1
710035,2.0,2.0,1
710073,6.5,9.75,1
710395,2.0,2.0,1
710667,5.0,5.0,1
710681,5.0,5.0,1
710739,8.0,10.5,2
710838,9.1,13.65,2
710945,6.5,6.5,1
711924,6.5,6.5,1
712137,3.0,3.0,1
712141,2.0,3.0,1
712693,5.0,5.0,1
713014,3.0,4.5,1
713033,2.0,3.0,1
713233,2.0,2.0,1
713234,3.0,3.0,1
714830,2.0,2.0,1
714849,5.0,5.0,1
714933,5.0,5.0,1
715254,5.0,5.0,1
715332,3.0,4.5,1
715364,3.0,3.0,1
715365,2.0,3.0,1
715500,5.0,7.5,1
715545,3.9000000000000004,5.8500000000000005,1
715547,6.5,6.5,1
715551,13.0,19.5,1
715718,5.9,7.8500000000000005,2
715816,2.0,2.0,1
715855,3.0,4.5,1
715908,2.0,2.0,1
715909,3.0,3.0,1
715917,3.0,3.0,1
715934,5.0,7.5,1
716354,5.0,7.5,1
716685,6.5,6.5,1
717738,3.9000000000000004,5.8500000000000005,1
719112,2.0,2.0,1
719128,6.5,9.75,1
719268,2.0,2.0,1
719653,5.0,5.0,1
719841,6.5,9.75,1
719861,6.5,6.5,1
719868,5.0,5.0,1
719878,3.0,4.5,1
720017,3.9000000000000004,3.9000000000000004,1
721433,3.0,3.0,1
721606,6.5,6.5,1
722312,5.0,5.0,1
722380,6.5,9.75,1
722421,6.5,6.5,1
723390,2.0,2.0,1
723701,5.0,7.5,1
723738,6.5,9.75,1
723990,2.6,3.9000000000000004,1
724057,17.0,17.0,6
724080,5.0,5.0,1
724087,6.0,6.0,2
724157,3.9000000000000004,3.9000000000000004,1
724182,3.0,3.0,1
724218,6.5,6.5,1
724225,6.5,6.5,1
724231,3.9000000000000004,3.9000000000000004,1
724248,2.6,2.6,1
724399,5.0,5.0,1
724542,3.9000000000000004,3.9000000000000004,1
724552,6.5,6.5,1
724554,10.0,10.0,2
724556,3.0,3.0,1
724558,7.0,7.0,2
724806,3.0,4.5,1
725206,3.9000000000000004,5.8500000000000005,1
725224,6.5,6.5,1
727387,5.0,5.0,1
728345,3.0,3.0,1
728574,6.5,9.75,1
728713,2.0,2.0,1
728714,7.0,7.0,2
729548,8.0,10.5,2
729687,6.5,6.5,1
729914,6.5,6.5,1
729915,6.5,9.75,1
729956,3.0,3.0,1
729988,3.0,3.0,1
730009,3.9000000000000004,5.8500000000000005,1
730031,3.9000000000000004,5.8500000000000005,1
730058,5.0,5.0,1
730071,2.0,2.0,1
730081,25.0,30.0,4
730095,3.0,3.0,1
731237,13.0,13.0,1
731323,5.0,7.5,1
733473,5.0,5.0,1
734292,5.0,7.5,1
734295,5.0,5.0,1
734316,3.9000000000000004,3.9000000000000004,1
734318,2.6,2.6,1
734571,3.0,3.0,1
734624,5.0,5.0,1
734744,3.0,4.5,1
734893,5.0,5.0,1
735571,2.6,2.6,1
735594,6.5,9.75,1
736382,3.9000000000000004,5.8500000000000005,1
736411,3.0,4.5,1
736988,5.0,5.0,1
737526,5.0,5.0,1
737551,2.0,2.0,1
737822,3.0,3.0,1
737893,2.0,2.0,1
737895,2.0,3.0,1
739435,3.0,3.0,1
739577,2.6,3.9000000000000004,1
739622,5.0,5.0,1
741594,3.0,3.0,1
742437,6.5,6.5,1
744288,8.0,9.5,2
744313,6.5,9.75,1
744547,6.5,9.75,1
744759,3.0,3.0,1
746626,6.5,9.75,1
746846,5.0,5.0,1
747376,5.0,7.5,1
747411,5.0,7.5,1
748367,16.0,18.5,5
750506,8.0,12.0,2
750509,2.0,3.0,1
753413,6.5,6.5,1
753536,3.9000000000000004,3.9000000000000004,1
754065,6.5,6.5,1
755114,9.1,9.1,2
756381,6.5,9.75,1
756417,2.6,3.9000000000000004,1
756558,5.0,5.0,1
758662,10.4,12.350000000000001,2
758704,6.5,6.5,1
758936,6.5,6.5,1
759772,3.9000000000000004,5.8500000000000005,1
759776,6.5,6.5,1
759815,5.0,5.0,1
760038,3.9000000000000004,3.9000000000000004,1
760102,6.5,9.75,1
760143,6.5,6.5,1
760244,3.0,3.0,1
760895,6.5,6.5,1
760924,5.0,7.5,2
761634,6.5,9.75,1
761669,6.5,6.5,1
763467,3.9000000000000004,3.9000000000000004,1
763470,3.9000000000000004,5.8500000000000005,1
763488,2.6,2.6,1
763509,6.5,6.5,1
763510,3.9000000000000004,3.9000000000000004,1
763528,3.0,4.5,1
763632,5.0,5.0,1
765107,8.0,10.5,2
766038,2.0,2.0,1
766106,3.9000000000000004,3.9000000000000004,1
766181,10.0,12.5,2
766184,5.0,7.5,1
766338,2.0,3.0,1
767297,3.0,3.0,1
768013,6.5,6.5,1
768031,6.5,9.75,1
768808,6.5,9.75,1
769857,5.0,5.0,1
769911,3.0,4.5,1
770564,6.5,9.75,1
771010,2.0,2.0,1
771036,5.0,5.0,1
771525,13.0,13.0,2
772321,2.6,2.6,1
773096,3.9000000000000004,3.9000000000000004,1
773626,5.0,7.5,1
774862,6.5,9.75,1
774903,3.0,3.0,1
775488,2.6,2.6,1
775941,3.0,3.0,1
776428,2.0,2.0,1
777231,3.0,3.0,1
777270,3.0,3.0,1
778178,5.0,5.0,1
779353,3.0,3.0,1
780259,3.0,3.0,1
781603,5.0,5.0,1
782387,2.0,2.0,1
782570,13.0,19.5,1
784455,13.0,19.5,1
784652,5.0,5.0,1
785981,15.6,15.6,2
785983,3.9000000000000004,3.9000000000000004,1
785991,6.5,6.5,1
786104,10.0,12.5,2
787927,3.0,4.5,1
788110,13.0,19.5,1
788209,3.0,3.0,1
789175,3.0,4.5,1
790945,3.0,4.5,1
791588,5.0,5.0,1
793720,5.0,7.5,1
796853,2.6,3.9000000000000004,1
797604,2.6,2.6,1
797737,13.0,19.5,1
798384,6.5,6.5,1
798852,2.6,2.6,1
798991,6.5,6.5,1
799142,3.9000000000000004,3.9000000000000004,1
799163,2.6,2.6,1
799749,5.0,7.5,1
799815,6.5,9.75,1
799823,6.5,9.75,1
800022,5.0,7.5,1
800112,15.6,15.6,2
800387,5.0,5.0,1
800494,5.0,5.0,1
800592,3.0,3.0,1
800593,2.0,3.0,1
800617,3.9000000000000004,3.9000000000000004,1
802307,6.5,6.5,1
803113,5.0,5.0,1
805463,5.0,5.0,1
805733,2.0,2.0,1
807611,6.5,6.5,1
807712,3.0,3.0,1
807868,3.0,3.0,1
808110,5.0,5.0,1
809778,3.0,3.0,1
809786,10.4,12.350000000000001,2
809859,6.5,6.5,1
809861,5.0,7.5,1
809865,3.0,3.0,1
809977,2.0,2.0,1
810099,5.0,5.0,1
810108,6.5,6.5,1
810190,5.0,5.0,1
810255,6.5,6.5,1
810304,2.0,2.0,1
810614,13.0,13.0,1
810652,3.9000000000000004,5.8500000000000005,1
810777,3.0,3.0,1
810827,3.0,3.0,1
811016,3.9000000000000004,5.8500000000000005,1
811017,3.9000000000000004,3.9000000000000004,1
811028,16.0,17.5,3
811051,2.0,2.0,1
811143,2.0,2.0,1
811162,2.0,2.0,1
811200,3.0,3.0,1
811382,6.5,6.5,1
811400,3.0,3.0,1
812018,10.0,10.0,1
812132,14.3,18.200000000000003,3
812838,6.5,6.5,1
812840,2.6,2.6,1
812880,13.0,16.25,2
813100,13.0,19.5,1
813110,3.9000000000000004,5.8500000000000005,1
813146,3.9000000000000004,3.9000000000000004,1
813155,3.9000000000000004,3.9000000000000004,1
815061,6.5,9.75,1
815587,6.5,6.5,1
816590,3.0,3.0,1
816664,5.0,5.0,1
818535,3.0,3.0,1
818626,5.0,7.5,1
819865,5.0,7.5,1
820108,3.0,3.0,1
820152,2.6,2.6,1
820818,2.0,2.0,1
823853,10.0,12.5,2
824696,13.0,13.0,2
824698,6.5,6.5,1
824702,3.9000000000000004,3.9000000000000004,1
828002,6.5,9.75,1
829761,6.5,6.5,1
829762,2.6,2.6,1
832522,7.800000000000001,7.800000000000001,2
832736,3.9000000000000004,3.9000000000000004,1
834654,3.0,3.0,1
835230,5.0,7.5,1
835400,2.0,3.0,1
836745,6.5,9.75,1
838448,2.0,2.0,1
839698,5.0,5.0,1
839725,2.0,2.0,1
839746,3.0,4.5,1
839761,3.0,3.0,1
839838,5.0,5.0,1
839872,5.0,7.5,1
841236,5.0,5.0,1
841253,2.0,2.0,1
841579,5.0,5.0,1
842664,3.0,3.0,1
842666,3.0,3.0,1
843013,10.0,10.0,1
843854,3.0,4.5,1
843860,3.0,4.5,1
843869,2.0,2.0,1
843887,3.0,3.0,1
845184,5.0,5.0,1
847812,2.0,2.0,1
847813,3.0,4.5,1
849414,3.0,4.5,1
850120,2.6,3.9000000000000004,1
850198,3.0,3.0,1
850977,6.5,6.5,1
850980,5.0,7.5,1
851102,3.9000000000000004,3.9000000000000004,1
852964,5.0,5.0,1
854670,7.0,8.0,2
854863,2.6,2.6,1
854871,5.0,5.0,1
855136,6.5,6.5,1
855318,5.0,5.0,1
855393,3.0,4.5,1
855976,6.5,6.5,1
856909,2.0,2.0,1
856920,5.0,5.0,1
857279,3.0,3.0,1
864069,5.0,5.0,1
865133,3.9000000000000004,5.8500000000000005,1
869389,6.5,6.5,1
870555,2.0,2.0,1
870814,6.5,6.5,1
871185,5.0,7.5,1
873290,6.5,6.5,1
873383,3.0,4.5,1
875696,2.0,2.0,1
876240,2.6,2.6,1
877162,3.0,3.0,1
877400,6.5,9.75,1
878956,3.0,3.0,1
880910,2.0,2.0,1
882435,5.0,7.5,1
882615,2.6,2.6,1
884907,2.6,2.6,1
885403,2.6,3.9000000000000004,1
886345,6.5,6.5,1
886977,5.0,5.0,1
887356,3.0,4.5,1
888424,5.0,5.0,1
888738,2.0,2.0,1
889609,3.0,4.5,1
893779,6.5,6.5,1
896933,5.0,5.0,1
898067,5.0,7.5,1
900526,6.5,6.5,1
901486,5.0,5.0,1
902049,3.0,4.5,1
902769,2.0,3.0,1
907275,10.0,10.0,1
910027,5.0,5.0,1
910330,5.0,7.5,1
910335,5.0,5.0,1
914452,3.0,3.0,1
915562,2.6,3.9000000000000004,1
916795,5.0,7.5,1
916839,3.0,3.0,1
916869,10.0,10.0,3
917448,5.0,7.5,2
919505,3.0,4.5,1
920342,3.0,3.0,1
920358,5.0,5.0,1
921620,3.0,3.0,1
925096,6.5,6.5,1
925374,2.6,2.6,1
927053,3.9000000000000004,3.9000000000000004,1
927055,6.5,9.75,1
927067,3.9000000000000004,3.9000000000000004,1
927418,9.100000000000001,9.100000000000001,3
930502,3.0,3.0,1
930850,2.0,2.0,1
930885,13.0,13.0,2
930987,6.5,6.5,1
931110,2.0,2.0,1
931758,9.1,9.1,2
932130,2.6,3.9000000000000004,1
932344,2.0,2.0,1
933760,2.6,2.6,1
934007,2.0,2.0,1
934008,5.0,5.0,1
934039,6.0,6.0,2
934152,5.0,5.0,1
934155,3.0,4.5,1
934613,6.0,7.5,2
936338,3.0,3.0,1
936620,3.0,3.0,1
939005,5.0,5.0,1
939017,3.0,3.0,1
940178,3.0,3.0,1
942346,5.0,7.5,1
942358,5.0,7.5,1
942359,2.0,2.0,1
942650,13.0,13.0,1
944292,3.0,3.0,1
946557,13.0,19.5,2
950497,3.0,3.0,1
950823,5.0,5.0,1
953023,3.0,3.0,1
953024,2.0,2.0,1
954562,3.0,3.0,1
954940,2.6,2.6,1
955184,2.0,2.0,1
958658,10.0,10.0,3
961187,6.5,6.5,1
963036,6.5,6.5,1
963499,3.0,3.0,1
964530,5.0,7.5,1
966865,2.0,2.0,1
976219,3.0,3.0,1
976867,2.0,3.0,1
976868,2.0,2.0,1
978179,6.5,9.75,1
984033,2.0,2.0,1
985676,3.0,3.0,1
985841,6.5,9.75,1
986173,7.0,7.0,2
986224,6.5,6.5,1
986931,2.0,2.0,1
986995,5.0,5.0,1
987615,3.0,4.5,1
987656,5.0,7.5,1
987687,6.5,9.75,1
987729,3.9000000000000004,3.9000000000000004,1
987769,6.5,9.75,1
987976,3.0,3.0,1
988501,3.0,4.5,1
988523,3.0,3.0,1
988536,3.9000000000000004,3.9000000000000004,1
988694,5.0,7.5,1
988703,3.9000000000000004,5.8500000000000005,1
988720,19.5,19.5,2
988800,2.6,2.6,1
988801,6.5,6.5,1
988867,3.0,3.0,1
988876,6.5,6.5,1
989096,6.5,9.75,1
989192,13.0,19.5,1
990028,6.5,6.5,1
990128,13.0,16.25,2
990416,3.9000000000000004,5.8500000000000005,1
990474,13.0,13.0,1
990536,6.5,9.75,1
990658,5.0,5.0,1
990806,6.5,6.5,1
991348,6.5,9.75,1
991377,5.0,5.0,1
991492,3.9000000000000004,3.9000000000000004,1
991619,3.9000000000000004,3.9000000000000004,1
991647,3.9000000000000004,5.8500000000000005,1
991679,6.5,6.5,1
991776,2.6,3.9000000000000004,1
991914,3.9000000000000004,3.9000000000000004,1
991971,6.5,6.5,1
